 iteration      100/  200000 | consumed samples:         3200 | elapsed time per iteration (ms): 471.2 | learning rate: 4.495E-05 | global batch size:    32 | lm loss: 1.785777E-02 | loss scale: 4194304.0 | grad norm: 0.008 | number of skipped iterations:  11 | number of nan iterations:   0 |
 iteration    57600/  200000 | consumed samples:      1843200 | elapsed time per iteration (ms): 418.8 | learning rate: 4.778E-05 | global batch size:    32 | lm loss: 6.517494E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57700/  200000 | consumed samples:      1846400 | elapsed time per iteration (ms): 336.4 | learning rate: 4.769E-05 | global batch size:    32 | lm loss: 6.383492E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57800/  200000 | consumed samples:      1849600 | elapsed time per iteration (ms): 355.4 | learning rate: 4.760E-05 | global batch size:    32 | lm loss: 7.088304E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57900/  200000 | consumed samples:      1852800 | elapsed time per iteration (ms): 339.1 | learning rate: 4.751E-05 | global batch size:    32 | lm loss: 6.488219E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58000/  200000 | consumed samples:      1856000 | elapsed time per iteration (ms): 331.3 | learning rate: 4.742E-05 | global batch size:    32 | lm loss: 6.646639E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58100/  200000 | consumed samples:      1859200 | elapsed time per iteration (ms): 345.6 | learning rate: 4.732E-05 | global batch size:    32 | lm loss: 6.503295E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58200/  200000 | consumed samples:      1862400 | elapsed time per iteration (ms): 338.3 | learning rate: 4.723E-05 | global batch size:    32 | lm loss: 6.904094E-06 | loss scale: 536870912.0 | grad norm: 0.001 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    58300/  200000 | consumed samples:      1865600 | elapsed time per iteration (ms): 371.2 | learning rate: 4.714E-05 | global batch size:    32 | lm loss: 6.347097E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58400/  200000 | consumed samples:      1868800 | elapsed time per iteration (ms): 372.0 | learning rate: 4.705E-05 | global batch size:    32 | lm loss: 6.405179E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58500/  200000 | consumed samples:      1872000 | elapsed time per iteration (ms): 358.9 | learning rate: 4.696E-05 | global batch size:    32 | lm loss: 6.850648E-06 | loss scale: 536870912.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58600/  200000 | consumed samples:      1875200 | elapsed time per iteration (ms): 425.9 | learning rate: 4.687E-05 | global batch size:    32 | lm loss: 6.426011E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58700/  200000 | consumed samples:      1878400 | elapsed time per iteration (ms): 361.2 | learning rate: 4.678E-05 | global batch size:    32 | lm loss: 6.618054E-06 | loss scale: 536870912.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58800/  200000 | consumed samples:      1881600 | elapsed time per iteration (ms): 343.3 | learning rate: 4.669E-05 | global batch size:    32 | lm loss: 6.543593E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    58900/  200000 | consumed samples:      1884800 | elapsed time per iteration (ms): 328.2 | learning rate: 4.660E-05 | global batch size:    32 | lm loss: 6.244444E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    59000/  200000 | consumed samples:      1888000 | elapsed time per iteration (ms): 337.5 | learning rate: 4.651E-05 | global batch size:    32 | lm loss: 6.625629E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    59100/  200000 | consumed samples:      1891200 | elapsed time per iteration (ms): 339.9 | learning rate: 4.642E-05 | global batch size:    32 | lm loss: 6.739566E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    59200/  200000 | consumed samples:      1894400 | elapsed time per iteration (ms): 346.4 | learning rate: 4.632E-05 | global batch size:    32 | lm loss: 6.495256E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    59300/  200000 | consumed samples:      1897600 | elapsed time per iteration (ms): 569.0 | learning rate: 4.623E-05 | global batch size:    32 | lm loss: 6.495506E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    59400/  200000 | consumed samples:      1900800 | elapsed time per iteration (ms): 340.1 | learning rate: 4.614E-05 | global batch size:    32 | lm loss: 6.053807E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    59500/  200000 | consumed samples:      1904000 | elapsed time per iteration (ms): 311.6 | learning rate: 4.605E-05 | global batch size:    32 | lm loss: 6.083779E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    59600/  200000 | consumed samples:      1907200 | elapsed time per iteration (ms): 318.1 | learning rate: 4.596E-05 | global batch size:    32 | lm loss: 6.116157E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    59700/  200000 | consumed samples:      1910400 | elapsed time per iteration (ms): 286.6 | learning rate: 4.587E-05 | global batch size:    32 | lm loss: 6.287027E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    59800/  200000 | consumed samples:      1913600 | elapsed time per iteration (ms): 291.4 | learning rate: 4.578E-05 | global batch size:    32 | lm loss: 6.098516E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    59900/  200000 | consumed samples:      1916800 | elapsed time per iteration (ms): 336.7 | learning rate: 4.569E-05 | global batch size:    32 | lm loss: 6.173838E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60000/  200000 | consumed samples:      1920000 | elapsed time per iteration (ms): 455.5 | learning rate: 4.560E-05 | global batch size:    32 | lm loss: 6.241398E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60100/  200000 | consumed samples:      1923200 | elapsed time per iteration (ms): 711.6 | learning rate: 4.551E-05 | global batch size:    32 | lm loss: 6.044355E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60200/  200000 | consumed samples:      1926400 | elapsed time per iteration (ms): 308.0 | learning rate: 4.541E-05 | global batch size:    32 | lm loss: 6.240620E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60300/  200000 | consumed samples:      1929600 | elapsed time per iteration (ms): 354.2 | learning rate: 4.532E-05 | global batch size:    32 | lm loss: 5.994836E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60400/  200000 | consumed samples:      1932800 | elapsed time per iteration (ms): 359.2 | learning rate: 4.523E-05 | global batch size:    32 | lm loss: 7.524098E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60500/  200000 | consumed samples:      1936000 | elapsed time per iteration (ms): 347.8 | learning rate: 4.514E-05 | global batch size:    32 | lm loss: 6.360174E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60600/  200000 | consumed samples:      1939200 | elapsed time per iteration (ms): 391.8 | learning rate: 4.505E-05 | global batch size:    32 | lm loss: 6.192470E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60700/  200000 | consumed samples:      1942400 | elapsed time per iteration (ms): 373.4 | learning rate: 4.496E-05 | global batch size:    32 | lm loss: 6.219171E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60800/  200000 | consumed samples:      1945600 | elapsed time per iteration (ms): 355.2 | learning rate: 4.487E-05 | global batch size:    32 | lm loss: 6.335998E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    60900/  200000 | consumed samples:      1948800 | elapsed time per iteration (ms): 355.5 | learning rate: 4.478E-05 | global batch size:    32 | lm loss: 6.402713E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61000/  200000 | consumed samples:      1952000 | elapsed time per iteration (ms): 326.0 | learning rate: 4.469E-05 | global batch size:    32 | lm loss: 6.479099E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61100/  200000 | consumed samples:      1955200 | elapsed time per iteration (ms): 370.3 | learning rate: 4.459E-05 | global batch size:    32 | lm loss: 6.041679E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61200/  200000 | consumed samples:      1958400 | elapsed time per iteration (ms): 281.2 | learning rate: 4.450E-05 | global batch size:    32 | lm loss: 6.943754E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61300/  200000 | consumed samples:      1961600 | elapsed time per iteration (ms): 355.7 | learning rate: 4.441E-05 | global batch size:    32 | lm loss: 6.144622E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61400/  200000 | consumed samples:      1964800 | elapsed time per iteration (ms): 538.8 | learning rate: 4.432E-05 | global batch size:    32 | lm loss: 6.502100E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   3 | number of nan iterations:   0 |
 iteration    61500/  200000 | consumed samples:      1968000 | elapsed time per iteration (ms): 498.3 | learning rate: 4.423E-05 | global batch size:    32 | lm loss: 6.404360E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61600/  200000 | consumed samples:      1971200 | elapsed time per iteration (ms): 365.0 | learning rate: 4.414E-05 | global batch size:    32 | lm loss: 6.399482E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61700/  200000 | consumed samples:      1974400 | elapsed time per iteration (ms): 351.8 | learning rate: 4.405E-05 | global batch size:    32 | lm loss: 6.259754E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61800/  200000 | consumed samples:      1977600 | elapsed time per iteration (ms): 361.7 | learning rate: 4.396E-05 | global batch size:    32 | lm loss: 6.070351E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    61900/  200000 | consumed samples:      1980800 | elapsed time per iteration (ms): 358.7 | learning rate: 4.387E-05 | global batch size:    32 | lm loss: 6.342795E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    62000/  200000 | consumed samples:      1984000 | elapsed time per iteration (ms): 345.0 | learning rate: 4.378E-05 | global batch size:    32 | lm loss: 6.544460E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    62100/  200000 | consumed samples:      1987200 | elapsed time per iteration (ms): 362.8 | learning rate: 4.369E-05 | global batch size:    32 | lm loss: 6.210094E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    62200/  200000 | consumed samples:      1990400 | elapsed time per iteration (ms): 354.0 | learning rate: 4.360E-05 | global batch size:    32 | lm loss: 6.055644E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    62300/  200000 | consumed samples:      1993600 | elapsed time per iteration (ms): 396.9 | learning rate: 4.350E-05 | global batch size:    32 | lm loss: 6.304146E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
